Nombre,Frecuencia,Edad Media (*),Gender,Is_Compound,Percentage,Popularity,Character_Count,Syllable_Count
MALANG,230,34.6,Male,False,0.0014407120675546,2025,6,2
TERENCE,230,67.9,Male,False,0.0014407120675546,2026,7,3
TIJANI,230,44.2,Male,False,0.0014407120675546,2027,6,3
WAQAR,230,32.7,Male,False,0.0014407120675546,2028,5,2
ARSHAD,229,48.2,Male,False,0.0014344481020435,2029,6,2
BELAL,229,24.4,Male,False,0.0014344481020435,2030,5,2
BYRON,229,20.9,Male,False,0.0014344481020435,2031,5,1
HOUCINE,229,39.2,Male,False,0.0014344481020435,2032,7,3
JASWINDER,229,41.0,Male,False,0.0014344481020435,2033,9,3
PRINCE,229,29.3,Male,False,0.0014344481020435,2034,6,2
YUSSEF,229,17.4,Male,False,0.0014344481020435,2035,6,2
JAAFAR,228,34.6,Male,False,0.0014281841365323,2036,6,2
LASZLO,228,47.0,Male,False,0.0014281841365323,2037,6,2
PASCASIO,228,68.3,Male,False,0.0014281841365323,2038,8,3
VEACESLAV,228,43.5,Male,False,0.0014281841365323,2039,9,3
YAZID,228,17.4,Male,False,0.0014281841365323,2040,5,2
BENJAMI,227,46.2,Male,False,0.0014219201710212,2041,7,3
EVGENII,227,39.1,Male,False,0.0014219201710212,2042,7,3
FILOMENO,227,67.1,Male,False,0.0014219201710212,2043,8,4
LLIBERT,227,27.9,Male,False,0.0014219201710212,2044,7,2
MARTXEL,227,19.2,Male,False,0.0014219201710212,2045,7,2
YARED,227,13.4,Male,False,0.0014219201710212,2046,5,2
JABER,226,20.6,Male,False,0.0014156562055101,2047,5,2
SAMY,226,19.2,Male,False,0.0014156562055101,2048,4,1
TALLA,226,40.5,Male,False,0.0014156562055101,2049,5,2
KOUIDER,225,49.6,Male,False,0.001409392239999,2050,7,2
MARCELLI,225,63.5,Male,False,0.001409392239999,2051,8,3
NADER,225,27.1,Male,False,0.001409392239999,2052,5,2
BARAE,224,5.7,Male,False,0.0014031282744879,2053,5,2
IOSEBA,224,38.3,Male,False,0.0014031282744879,2054,6,3
ISAM,224,19.4,Male,False,0.0014031282744879,2055,4,2
JAKUB,224,25.3,Male,False,0.0014031282744879,2056,5,2
JURGI,224,19.8,Male,False,0.0014031282744879,2057,5,2
LIANG,224,35.8,Male,False,0.0014031282744879,2058,5,1
SAMUELE,224,23.1,Male,False,0.0014031282744879,2059,7,3
XIAOFENG,224,39.4,Male,False,0.0014031282744879,2060,8,2
ANATOLIE,223,47.1,Male,False,0.0013968643089768,2061,8,4
BENIAMIN,223,32.9,Male,False,0.0013968643089768,2062,8,3
GAROE,223,12.6,Male,False,0.0013968643089768,2063,5,2
TANVEER,223,39.3,Male,False,0.0013968643089768,2064,7,2
ATTILA,222,40.5,Male,False,0.0013906003434657,2065,6,3
FAYCAL,222,37.6,Male,False,0.0013906003434657,2066,6,2
ITZAN,222,10.2,Male,False,0.0013906003434657,2067,5,2
NIKOLOZ,222,21.4,Male,False,0.0013906003434657,2068,7,3
PARIS,222,25.0,Male,False,0.0013906003434657,2069,5,2
SIGFRIDO,222,59.2,Male,False,0.0013906003434657,2070,8,3
BOUJAMAA,221,49.5,Male,False,0.0013843363779546,2071,8,3
ESSAID,221,44.2,Male,False,0.0013843363779546,2072,6,2
HOUSSAIN,221,43.8,Male,False,0.0013843363779546,2073,8,2
MARINEL,221,45.8,Male,False,0.0013843363779546,2074,7,3
ROGERIO,221,44.7,Male,False,0.0013843363779546,2075,7,3
SIGIFREDO,221,63.8,Male,False,0.0013843363779546,2076,9,4
XIAO,221,28.5,Male,False,0.0013843363779546,2077,4,1
AUGUSTIN,220,46.2,Male,False,0.0013780724124435,2078,8,3
IONE,220,26.0,Male,False,0.0013780724124435,2079,4,2
KHURRAM,220,35.2,Male,False,0.0013780724124435,2080,7,2
ROSALINO,220,61.5,Male,False,0.0013780724124435,2081,8,4
ZOHAIR,220,29.0,Male,False,0.0013780724124435,2082,6,2
ALICIO,219,66.3,Male,False,0.0013718084469324,2083,6,3
GEORGIOS,219,39.2,Male,False,0.0013718084469324,2084,8,2
JIALE,219,15.6,Male,False,0.0013718084469324,2085,5,2
LUAR,219,8.4,Male,False,0.0013718084469324,2086,4,1
MATEUS,219,22.6,Male,False,0.0013718084469324,2087,6,2
SAIDOU,219,34.0,Male,False,0.0013718084469324,2088,6,2
UMAIR,219,23.5,Male,False,0.0013718084469324,2089,5,2
ZIHAO,219,13.1,Male,False,0.0013718084469324,2090,5,2
ANATOLI,218,43.6,Male,False,0.0013655444814213,2091,7,4
EMIGDIO,218,63.7,Male,False,0.0013655444814213,2092,7,3
GELU,218,49.2,Male,False,0.0013655444814213,2093,4,2
OSMAN,218,34.7,Male,False,0.0013655444814213,2094,5,2
QAMAR,218,36.4,Male,False,0.0013655444814213,2095,5,2
GORAN,217,36.2,Male,False,0.0013592805159102,2096,5,2
PRAXEDES,217,62.5,Male,False,0.0013592805159102,2097,8,3
TIMOTHY,217,45.1,Male,False,0.0013592805159102,2098,7,2
VITOR,217,29.1,Male,False,0.0013592805159102,2099,5,2
WILDER,217,39.6,Male,False,0.0013592805159102,2100,6,2
ADRIEN,216,22.2,Male,False,0.0013530165503991,2101,6,2
DEMIAN,216,19.7,Male,False,0.0013530165503991,2102,6,2
DIOGENES,216,52.9,Male,False,0.0013530165503991,2103,8,3
NIDAL,216,15.5,Male,False,0.0013530165503991,2104,5,2
PRIMO,216,70.6,Male,False,0.0013530165503991,2105,5,2
AWAIS,215,25.4,Male,False,0.001346752584888,2106,5,2
BALWINDER,215,43.1,Male,False,0.001346752584888,2107,9,3
DANY,215,23.7,Male,False,0.001346752584888,2108,4,1
DIETER,215,63.2,Male,False,0.001346752584888,2109,6,2
NOMAN,215,25.3,Male,False,0.001346752584888,2110,5,2
SHOAIB,215,31.2,Male,False,0.001346752584888,2111,6,1
TOADER,215,51.2,Male,False,0.001346752584888,2112,6,2
UWE,215,61.4,Male,False,0.001346752584888,2113,3,2
EMILIAN,214,41.3,Male,False,0.0013404886193769,2114,7,3
MBARK,214,44.3,Male,False,0.0013404886193769,2115,5,1
RUDOLF,214,61.0,Male,False,0.0013404886193769,2116,6,2
ABDELKEBIR,213,43.8,Male,False,0.0013342246538657,2117,10,4
ABDESLEM,213,50.7,Male,False,0.0013342246538657,2118,8,3
EYDEN,213,4.3,Male,False,0.0013342246538657,2119,5,2
IELTXU,213,23.7,Male,False,0.0013342246538657,2120,6,2
LEE,213,45.5,Male,False,0.0013342246538657,2121,3,1
SULEMAN,213,26.5,Male,False,0.0013342246538657,2122,7,3
YAMAL,213,38.1,Male,False,0.0013342246538657,2123,5,2
CHAHID,212,24.3,Male,False,0.0013279606883546,2124,6,2
IRAKLI,212,33.9,Male,False,0.0013279606883546,2125,6,3
JACOPO,212,27.7,Male,False,0.0013279606883546,2126,6,3
MOUSTAFA,212,36.8,Male,False,0.0013279606883546,2127,8,3
NAWFAL,212,17.2,Male,False,0.0013279606883546,2128,6,2
ROLF,212,66.4,Male,False,0.0013279606883546,2129,4,1
RONNY,212,33.8,Male,False,0.0013279606883546,2130,5,1
ADELARDO,211,58.1,Male,False,0.0013216967228435,2131,8,4
BINGEN,211,33.5,Male,False,0.0013216967228435,2132,6,2
EHSAN,211,37.4,Male,False,0.0013216967228435,2133,5,2
LEVAN,211,36.6,Male,False,0.0013216967228435,2134,5,2
RAINER,211,55.7,Male,False,0.0013216967228435,2135,6,2
BERND,210,61.9,Male,False,0.0013154327573324,2136,5,1
CRISTOFOL,210,43.4,Male,False,0.0013154327573324,2137,9,3
DAIRON,209,16.3,Male,False,0.0013091687918213,2138,6,2
JEREMI,209,19.2,Male,False,0.0013091687918213,2139,6,3
JOHANN,209,41.2,Male,False,0.0013091687918213,2140,6,2
LAKBIR,209,46.5,Male,False,0.0013091687918213,2141,6,2
GIANMARCO,208,23.4,Male,False,0.0013029048263102,2142,9,3
HUI,208,39.4,Male,False,0.0013029048263102,2143,3,1
JOSUA,208,29.0,Male,False,0.0013029048263102,2144,5,2
MONSEF,208,17.7,Male,False,0.0013029048263102,2145,6,2
NILS,208,24.2,Male,False,0.0013029048263102,2146,4,1
EDGARD,207,33.1,Male,False,0.0012966408607991,2147,6,2
ENAI,207,5.4,Male,False,0.0012966408607991,2148,4,2
RAYHAN,207,11.4,Male,False,0.0012966408607991,2149,6,2
ZURAB,207,43.0,Male,False,0.0012966408607991,2150,5,2
EMERITO,206,68.5,Male,False,0.001290376895288,2151,7,4
EMRAN,206,8.4,Male,False,0.001290376895288,2152,5,2
GEORGES,206,56.1,Male,False,0.001290376895288,2153,7,2
HARKAITZ,206,27.6,Male,False,0.001290376895288,2154,8,2
LAHOUARI,206,50.1,Male,False,0.001290376895288,2155,8,3
FRANZ,205,48.8,Male,False,0.0012841129297769,2156,5,1
HADI,205,25.5,Male,False,0.0012841129297769,2157,4,2
JHON,205,29.4,Male,False,0.0012841129297769,2158,4,1
NOAM,205,10.8,Male,False,0.0012841129297769,2159,4,1
SALEK,205,36.3,Male,False,0.0012841129297769,2160,5,2
AOMAR,204,48.7,Male,False,0.0012778489642658,2161,5,2
HAGIE,204,33.3,Male,False,0.0012778489642658,2162,5,2
JALIL,204,30.7,Male,False,0.0012778489642658,2163,5,2
SAMER,204,34.4,Male,False,0.0012778489642658,2164,5,2
JIAJUN,203,17.9,Male,False,0.0012715849987547,2165,6,2
XESUS,203,43.9,Male,False,0.0012715849987547,2166,5,2
FLOREAL,202,75.5,Male,False,0.0012653210332436,2167,7,2
ILAN,202,15.3,Male,False,0.0012653210332436,2168,4,2
JEFERSON,202,30.1,Male,False,0.0012653210332436,2169,8,3
JIANFENG,202,41.6,Male,False,0.0012653210332436,2170,8,2
MILEN,202,39.8,Male,False,0.0012653210332436,2171,5,2
MING,202,37.9,Male,False,0.0012653210332436,2172,4,1
SINESIO,202,71.7,Male,False,0.0012653210332436,2173,7,3
ALIAKSANDR,201,41.0,Male,False,0.0012590570677325,2174,10,3
AMEUR,201,47.6,Male,False,0.0012590570677325,2175,5,2
CANDELARIO,201,65.0,Male,False,0.0012590570677325,2176,10,4
DIOSDADO,201,56.0,Male,False,0.0012590570677325,2177,8,3
GUILLAUME,201,34.9,Male,False,0.0012590570677325,2178,9,3
LIN,201,38.0,Male,False,0.0012590570677325,2179,3,1
MOHSSINE,201,30.2,Male,False,0.0012590570677325,2180,8,3
SOLAIMAN,201,14.5,Male,False,0.0012590570677325,2181,8,3
SVETOSLAV,201,38.7,Male,False,0.0012590570677325,2182,9,3
CARMINE,200,47.5,Male,False,0.0012527931022214,2183,7,3
DANYLO,200,16.8,Male,False,0.0012527931022214,2184,6,2
EUSEBI,200,55.5,Male,False,0.0012527931022214,2185,6,3
LAYACHI,200,59.0,Male,False,0.0012527931022214,2186,7,3
LUQMAN,200,11.1,Male,False,0.0012527931022214,2187,6,2
MAXIME,200,20.6,Male,False,0.0012527931022214,2188,6,3
ACACIO,199,65.9,Male,False,0.0012465291367102,2189,6,3
FAYSSAL,199,29.9,Male,False,0.0012465291367102,2190,7,2
MANPREET,199,27.8,Male,False,0.0012465291367102,2191,8,2
MATHIEU,199,30.0,Male,False,0.0012465291367102,2192,7,2
BABAR,198,36.8,Male,False,0.0012402651711991,2193,5,2
BARA,198,38.5,Male,False,0.0012402651711991,2194,4,2
HERBERT,198,60.3,Male,False,0.0012402651711991,2195,7,2
PASQUAL,198,41.3,Male,False,0.0012402651711991,2196,7,2
SOUMAILA,198,35.3,Male,False,0.0012402651711991,2197,8,3
FILIPE,197,33.1,Male,False,0.001234001205688,2198,6,3
HAYTHAM,197,11.0,Male,False,0.001234001205688,2199,7,2
ILIYA,197,44.2,Male,False,0.001234001205688,2200,5,3
ISAURO,197,68.0,Male,False,0.001234001205688,2201,6,3
RANJIT,197,42.4,Male,False,0.001234001205688,2202,6,2
YAAKOUB,197,8.8,Male,False,0.001234001205688,2203,7,2
AAMIR,196,34.8,Male,False,0.0012277372401769,2204,5,2
AGRIPINO,196,72.4,Male,False,0.0012277372401769,2205,8,4
FEDOR,196,29.4,Male,False,0.0012277372401769,2206,5,2
FLORINDO,196,70.2,Male,False,0.0012277372401769,2207,8,3
GAVRIL,196,52.2,Male,False,0.0012277372401769,2208,6,2
KARL,196,53.2,Male,False,0.0012277372401769,2209,4,1
MARICEL,196,47.9,Male,False,0.0012277372401769,2210,7,3
RUDESINDO,196,66.4,Male,False,0.0012277372401769,2211,9,4
VALENTYN,196,40.6,Male,False,0.0012277372401769,2212,8,2
ABDELFATAH,195,36.7,Male,False,0.0012214732746658,2213,10,4
ARI,195,17.3,Male,False,0.0012214732746658,2214,3,2
MIMON,195,46.8,Male,False,0.0012214732746658,2215,5,2
SOULIMAN,195,36.8,Male,False,0.0012214732746658,2216,8,3
TAYLOR,195,9.6,Male,False,0.0012214732746658,2217,6,2
AZZOUZ,194,47.7,Male,False,0.0012152093091547,2218,6,2
CIBRAN,194,17.2,Male,False,0.0012152093091547,2219,6,2
JUVENAL,194,52.1,Male,False,0.0012152093091547,2220,7,3
NOREDDINE,194,42.0,Male,False,0.0012152093091547,2221,9,4
ODON,194,56.0,Male,False,0.0012152093091547,2222,4,2
CHENG,193,30.6,Male,False,0.0012089453436436,2223,5,1
FIDENCIO,193,71.1,Male,False,0.0012089453436436,2224,8,3
GERHARD,193,65.2,Male,False,0.0012089453436436,2225,7,2
JELLOUL,193,45.2,Male,False,0.0012089453436436,2226,7,2
FREDERICK,192,43.8,Male,False,0.0012026813781325,2227,9,3
ISTVAN,192,45.8,Male,False,0.0012026813781325,2228,6,2
LICINIO,192,68.3,Male,False,0.0012026813781325,2229,7,3
LUKASZ,192,35.3,Male,False,0.0012026813781325,2230,6,2
EYAD,191,5.7,Male,False,0.0011964174126214,2231,4,2
FLORINEL,191,45.3,Male,False,0.0011964174126214,2232,8,3
HADJ,191,45.8,Male,False,0.0011964174126214,2233,4,1
IJAZ,191,44.9,Male,False,0.0011964174126214,2234,4,2
JANO,191,16.0,Male,False,0.0011964174126214,2235,4,2
JENS,191,49.3,Male,False,0.0011964174126214,2236,4,1
ABDELMOUNIM,190,33.3,Male,False,0.0011901534471103,2237,11,4
EUKEN,190,16.2,Male,False,0.0011901534471103,2238,5,2
FARHAN,190,25.1,Male,False,0.0011901534471103,2239,6,2
FLORENCI,190,66.2,Male,False,0.0011901534471103,2240,8,3
IACOB,190,45.8,Male,False,0.0011901534471103,2241,5,2
ILLIA,190,21.0,Male,False,0.0011901534471103,2242,5,2
MITKO,190,43.7,Male,False,0.0011901534471103,2243,5,2
AYMAR,189,15.4,Male,False,0.0011838894815992,2244,5,2
DOMINIQUE,189,43.7,Male,False,0.0011838894815992,2245,9,4
EDGARDO,189,51.6,Male,False,0.0011838894815992,2246,7,3
GEORGEL,189,46.1,Male,False,0.0011838894815992,2247,7,2
HAROON,189,23.2,Male,False,0.0011838894815992,2248,6,2
LI,189,36.9,Male,False,0.0011838894815992,2249,2,1
LOIC,189,22.7,Male,False,0.0011838894815992,2250,4,1
TIHOMIR,189,40.7,Male,False,0.0011838894815992,2251,7,3
ABDENOUR,188,32.2,Male,False,0.0011776255160881,2252,8,3
CHADI,188,14.5,Male,False,0.0011776255160881,2253,5,2
GRZEGORZ,188,45.7,Male,False,0.0011776255160881,2254,8,2
JONHATAN,188,31.1,Male,False,0.0011776255160881,2255,8,3
LYUBOMIR,188,44.4,Male,False,0.0011776255160881,2256,8,3
MATIES,188,30.7,Male,False,0.0011776255160881,2257,6,2
ROSSEND,188,59.3,Male,False,0.0011776255160881,2258,7,2
XUAN,188,19.5,Male,False,0.0011776255160881,2259,4,1
ABDELMONAIM,187,33.3,Male,False,0.001171361550577,2260,11,4
ANTOLIANO,187,67.9,Male,False,0.001171361550577,2261,9,4
EUDALDO,187,68.2,Male,False,0.001171361550577,2262,7,3
IMTIAZ,187,44.3,Male,False,0.001171361550577,2263,6,2
MELVIN,187,34.3,Male,False,0.001171361550577,2264,6,2
ALDAN,186,9.6,Male,False,0.0011650975850659,2265,5,2
ALEC,186,19.0,Male,False,0.0011650975850659,2266,4,2
AMETZ,186,11.2,Male,False,0.0011650975850659,2267,5,2
LOKMAN,186,9.3,Male,False,0.0011650975850659,2268,6,2
NOURDDINE,186,39.1,Male,False,0.0011650975850659,2269,9,3
TAIB,186,48.1,Male,False,0.0011650975850659,2270,4,1
ALIEU,185,31.4,Male,False,0.0011588336195547,2271,5,2
AYLAN,185,3.9,Male,False,0.0011588336195547,2272,5,2
CLODOALDO,185,65.4,Male,False,0.0011588336195547,2273,9,3
HELDER,185,31.6,Male,False,0.0011588336195547,2274,6,2
ROSTYSLAV,185,32.3,Male,False,0.0011588336195547,2275,9,2
SULTAN,185,17.8,Male,False,0.0011588336195547,2276,6,2
WESLEY,185,29.1,Male,False,0.0011588336195547,2277,6,2
ZULFIQAR,185,46.1,Male,False,0.0011588336195547,2278,8,3
ABDELWAHED,184,32.2,Male,False,0.0011525696540436,2279,10,4
KIM,184,30.4,Male,False,0.0011525696540436,2280,3,1
LUCKY,184,40.0,Male,False,0.0011525696540436,2281,5,1
MARIA,184,56.2,Male,False,0.0011525696540436,2282,5,2
TIGRAN,184,33.8,Male,False,0.0011525696540436,2283,6,2
TREVOR,184,61.7,Male,False,0.0011525696540436,2284,6,2
UGO,184,37.1,Male,False,0.0011525696540436,2285,3,2
YICHEN,184,7.1,Male,False,0.0011525696540436,2286,6,2
AHARON,183,21.6,Male,False,0.0011463056885325,2287,6,3
FANEL,183,46.7,Male,False,0.0011463056885325,2288,5,2
GHALI,183,17.1,Male,False,0.0011463056885325,2289,5,2
IOANNIS,183,42.8,Male,False,0.0011463056885325,2290,7,2
IZAM,183,12.8,Male,False,0.0011463056885325,2291,4,2
JAEL,183,13.5,Male,False,0.0011463056885325,2292,4,1
JIANWEI,183,43.2,Male,False,0.0011463056885325,2293,7,2
LASHA,183,31.5,Male,False,0.0011463056885325,2294,5,2
LIZER,183,11.0,Male,False,0.0011463056885325,2295,5,2
MAMADI,183,32.6,Male,False,0.0011463056885325,2296,6,3
NICK,183,20.4,Male,False,0.0011463056885325,2297,4,1
TSVETAN,183,44.1,Male,False,0.0011463056885325,2298,7,2
WIFREDO,183,58.6,Male,False,0.0011463056885325,2299,7,3
ABOUBAKR,182,20.0,Male,False,0.0011400417230214,2300,8,3
ADOLF,182,57.9,Male,False,0.0011400417230214,2301,5,2
JOACHIM,182,57.3,Male,False,0.0011400417230214,2302,7,2
KINGSLEY,182,39.5,Male,False,0.0011400417230214,2303,8,2
MAMERTO,182,65.2,Male,False,0.0011400417230214,2304,7,3
FODAY,181,35.3,Male,False,0.0011337777575103,2305,5,2
GEORGY,181,35.5,Male,False,0.0011337777575103,2306,6,1
IQBAL,181,43.1,Male,False,0.0011337777575103,2307,5,2
JHONATHAN,181,30.7,Male,False,0.0011337777575103,2308,9,3
TXABER,181,26.7,Male,False,0.0011337777575103,2309,6,2
ALBEIRO,180,49.4,Male,False,0.0011275137919992,2310,7,3
ARLEY,180,39.5,Male,False,0.0011275137919992,2311,5,2
BUBA,180,26.2,Male,False,0.0011275137919992,2312,4,2
CLEMENCIO,180,69.6,Male,False,0.0011275137919992,2313,9,3
CLEMENT,180,34.6,Male,False,0.0011275137919992,2314,7,2
DERECK,180,9.5,Male,False,0.0011275137919992,2315,6,2
GUY,180,52.2,Male,False,0.0011275137919992,2316,3,1
ISKANDER,180,27.3,Male,False,0.0011275137919992,2317,8,3
ISOLINO,180,68.2,Male,False,0.0011275137919992,2318,7,4
QI,180,31.9,Male,False,0.0011275137919992,2319,2,1
ROSEN,180,39.4,Male,False,0.0011275137919992,2320,5,2
ZAKARIYAE,180,20.1,Male,False,0.0011275137919992,2321,9,4
ABUBAKAR,179,21.2,Male,False,0.0011212498264881,2322,8,4
ARIDANI,179,30.4,Male,False,0.0011212498264881,2323,7,4
EVER,179,30.9,Male,False,0.0011212498264881,2324,4,2
FERNEY,179,46.6,Male,False,0.0011212498264881,2325,6,2
GAVRILA,179,51.0,Male,False,0.0011212498264881,2326,7,3
KOFI,179,41.6,Male,False,0.0011212498264881,2327,4,2
MAATI,179,49.2,Male,False,0.0011212498264881,2328,5,2
ORION,179,7.1,Male,False,0.0011212498264881,2329,5,2
RAYYAN,179,9.1,Male,False,0.0011212498264881,2330,6,2
STUART,179,57.5,Male,False,0.0011212498264881,2331,6,1
ALAA,178,24.0,Male,False,0.001114985860977,2332,4,2
ANSAR,178,44.1,Male,False,0.001114985860977,2333,5,2
ASIS,178,24.3,Male,False,0.001114985860977,2334,4,2
ATAULFO,178,65.9,Male,False,0.001114985860977,2335,7,3
DOUDOU,178,37.0,Male,False,0.001114985860977,2336,6,2
EXPEDITO,178,57.7,Male,False,0.001114985860977,2337,8,4
HAMADY,178,37.0,Male,False,0.001114985860977,2338,6,2
MOAAD,178,13.9,Male,False,0.001114985860977,2339,5,1
SOCRATES,178,48.2,Male,False,0.001114985860977,2340,8,3
SOLOMON,178,35.6,Male,False,0.001114985860977,2341,7,3
DARYL,177,13.0,Male,False,0.0011087218954659,2342,5,1
EUGENIU,177,39.4,Male,False,0.0011087218954659,2343,7,3
FAICAL,177,36.0,Male,False,0.0011087218954659,2344,6,2
HARUN,177,12.1,Male,False,0.0011087218954659,2345,5,2
JULIUS,177,38.1,Male,False,0.0011087218954659,2346,6,2
ADELAIDO,176,66.4,Male,False,0.0011024579299548,2347,8,4
DIMITRIOS,176,41.2,Male,False,0.0011024579299548,2348,9,3
HAMMAD,176,32.7,Male,False,0.0011024579299548,2349,6,2
RIDOUANE,176,32.5,Male,False,0.0011024579299548,2350,8,3
SOLIMAN,176,39.6,Male,False,0.0011024579299548,2351,7,3
YVES,176,44.2,Male,False,0.0011024579299548,2352,4,1
BENYOUNES,175,48.4,Male,False,0.0010961939644437,2353,9,3
ERITZ,175,15.3,Male,False,0.0010961939644437,2354,5,2
EVANS,175,30.0,Male,False,0.0010961939644437,2355,5,2
IHAB,175,15.2,Male,False,0.0010961939644437,2356,4,2
MANDEEP,175,32.0,Male,False,0.0010961939644437,2357,7,2
STEVE,175,38.1,Male,False,0.0010961939644437,2358,5,2
YEIKO,175,6.9,Male,False,0.0010961939644437,2359,5,2
ZAHEER,175,37.5,Male,False,0.0010961939644437,2360,6,2
AMANDEEP,174,30.5,Male,False,0.0010899299989326,2361,8,3
BOUBOU,174,37.4,Male,False,0.0010899299989326,2362,6,2
ELIEL,174,15.7,Male,False,0.0010899299989326,2363,5,2
ESSA,174,29.7,Male,False,0.0010899299989326,2364,4,2
GLEB,174,20.2,Male,False,0.0010899299989326,2365,4,1
JONNATHAN,174,31.9,Male,False,0.0010899299989326,2366,9,3
MANRIQUE,174,48.9,Male,False,0.0010899299989326,2367,8,3
MOUNAIM,174,31.7,Male,False,0.0010899299989326,2368,7,2
NICOLAIE,174,52.3,Male,False,0.0010899299989326,2369,8,3
TIDIANE,174,34.7,Male,False,0.0010899299989326,2370,7,3
TOUHAMI,174,50.7,Male,False,0.0010899299989326,2371,7,3
YOSEF,174,21.1,Male,False,0.0010899299989326,2372,5,2
ANATOLY,173,50.1,Male,False,0.0010836660334215,2373,7,3
ARIF,173,43.0,Male,False,0.0010836660334215,2374,4,2
ASIEL,173,13.1,Male,False,0.0010836660334215,2375,5,2
ETELVINO,173,69.8,Male,False,0.0010836660334215,2376,8,4
HARALD,173,56.7,Male,False,0.0010836660334215,2377,6,2
LAKHWINDER,173,42.8,Male,False,0.0010836660334215,2378,10,3
LUR,173,12.8,Male,False,0.0010836660334215,2379,3,1
MAGDALENO,173,68.9,Male,False,0.0010836660334215,2380,9,4
MAIOL,173,17.4,Male,False,0.0010836660334215,2381,5,1
SAEED,173,40.4,Male,False,0.0010836660334215,2382,5,1
VALERY,173,51.1,Male,False,0.0010836660334215,2383,6,2
ADEM,172,17.6,Male,False,0.0010774020679104,2384,4,2
DARIUSZ,172,48.9,Male,False,0.0010774020679104,2385,7,2
JOE,172,29.5,Male,False,0.0010774020679104,2386,3,1
JOSELITO,172,47.2,Male,False,0.0010774020679104,2387,8,4
MADOU,172,33.2,Male,False,0.0010774020679104,2388,5,2
SANDOR,172,44.9,Male,False,0.0010774020679104,2389,6,2
TAOUFIQ,172,33.1,Male,False,0.0010774020679104,2390,7,2
GORDON,171,63.9,Male,False,0.0010711381023992,2391,6,2
GUIEM,171,15.6,Male,False,0.0010711381023992,2392,5,1
HAOYU,171,10.3,Male,False,0.0010711381023992,2393,5,2
SIGFREDO,171,62.5,Male,False,0.0010711381023992,2394,8,3
ABDELTIF,170,46.5,Male,False,0.0010648741368881,2395,8,3
DAREN,170,10.9,Male,False,0.0010648741368881,2396,5,2
HENRI,170,48.3,Male,False,0.0010648741368881,2397,5,2
MARIUSZ,170,45.3,Male,False,0.0010648741368881,2398,7,2
NIKOLAOS,170,38.7,Male,False,0.0010648741368881,2399,8,3
STANLEY,170,46.7,Male,False,0.0010648741368881,2400,7,2
ZORAN,170,46.1,Male,False,0.0010648741368881,2401,5,2
ZOSIMO,170,72.8,Male,False,0.0010648741368881,2402,6,3
BACARY,169,36.7,Male,False,0.001058610171377,2403,6,2
EREN,169,4.4,Male,False,0.001058610171377,2404,4,2
HAORAN,169,14.1,Male,False,0.001058610171377,2405,6,2
HEIKO,169,30.9,Male,False,0.001058610171377,2406,5,2
HOSSEIN,169,49.5,Male,False,0.001058610171377,2407,7,2
JABIER,169,51.6,Male,False,0.001058610171377,2408,6,2
KURT,169,60.5,Male,False,0.001058610171377,2409,4,1
LHOUCINE,169,43.5,Male,False,0.001058610171377,2410,8,3
RAY,169,17.0,Male,False,0.001058610171377,2411,3,1
SOULAYMANE,169,14.9,Male,False,0.001058610171377,2412,10,4
ABDOUL,168,33.4,Male,False,0.0010523462058659,2413,6,2
ELIER,168,34.2,Male,False,0.0010523462058659,2414,5,2
MAJD,168,12.0,Male,False,0.0010523462058659,2415,4,1
WILBER,168,38.7,Male,False,0.0010523462058659,2416,6,2
AYRTON,167,17.6,Male,False,0.0010460822403548,2417,6,2
DAMIR,167,24.2,Male,False,0.0010460822403548,2418,5,2
EMIR,167,15.4,Male,False,0.0010460822403548,2419,4,2
EUTIQUIANO,167,74.7,Male,False,0.0010460822403548,2420,10,4
FERMI,167,58.6,Male,False,0.0010460822403548,2421,5,2
HEBER,167,32.4,Male,False,0.0010460822403548,2422,5,2
IZAR,167,16.9,Male,False,0.0010460822403548,2423,4,2
NATHANAEL,167,18.3,Male,False,0.0010460822403548,2424,9,3
PHILIPP,167,31.8,Male,False,0.0010460822403548,2425,7,2
RAMZI,167,24.3,Male,False,0.0010460822403548,2426,5,2
SHENG,167,32.4,Male,False,0.0010460822403548,2427,5,1
SOLAYMAN,167,10.4,Male,False,0.0010460822403548,2428,8,3
YIFAN,167,16.6,Male,False,0.0010460822403548,2429,5,2
ABDELKBIR,166,42.5,Male,False,0.0010398182748437,2430,9,3
ARIA,166,15.8,Male,False,0.0010398182748437,2431,4,2
AUREO,166,64.3,Male,False,0.0010398182748437,2432,5,2
BALDUINO,166,52.9,Male,False,0.0010398182748437,2433,8,3
CRISANTOS,166,67.2,Male,False,0.0010398182748437,2434,9,3
DEEPAK,166,38.1,Male,False,0.0010398182748437,2435,6,2
DONALD,166,58.0,Male,False,0.0010398182748437,2436,6,2
FAHAD,166,24.3,Male,False,0.0010398182748437,2437,5,2
HAIDER,166,19.3,Male,False,0.0010398182748437,2438,6,2
ILIYAN,166,38.1,Male,False,0.0010398182748437,2439,6,3
JAMIE,166,29.0,Male,False,0.0010398182748437,2440,5,2
KIRAN,166,10.0,Male,False,0.0010398182748437,2441,5,2
YAREY,166,7.9,Male,False,0.0010398182748437,2442,5,2
ZUBAIR,166,33.7,Male,False,0.0010398182748437,2443,6,2
