nombre,gender,region_id,region_name,percentage,unidad,persons,region_type,parent_region_name
ANTONIO,Male,908,Alcàntera de Xúquer,24.113,‰,,municipio,
ANTONIO,Male,909,"Alcúdia de Crespins, l'",21.013,‰,,municipio,
ANTONIO,Male,910,Alfara de la Baronia,22.951,‰,,municipio,
ANTONIO,Male,911,Alfarp,19.144,‰,,municipio,
ANTONIO,Male,912,Algar de Palancia,34.843,‰,,municipio,
ANTONIO,Male,913,Algimia de Alfara,20.37,‰,,municipio,
ANTONIO,Male,914,Almoines,20.802,‰,28.0,municipio,Valencia/València
ANTONIO,Male,915,Alpuente,26.178,‰,10.0,municipio,Valencia/València
ANTONIO,Male,916,"Alqueria de la Comtessa, l'",29.101,‰,,municipio,
ANTONIO,Male,919,Bellús,44.025,‰,7.0,municipio,Valencia/València
ANTONIO,Male,920,Benaguasil,20.78,‰,131.0,municipio,Valencia/València
ANTONIO,Male,921,Beneixida,16.077,‰,5.0,municipio,Valencia/València
ANTONIO,Male,922,Beniarjó,14.644,‰,14.0,municipio,Valencia/València
ANTONIO,Male,923,Benicolet,24.055,‰,7.0,municipio,Valencia/València
ANTONIO,Male,924,Benifairó de les Valls,29.617,‰,,municipio,
ANTONIO,Male,925,Beniflá,23.715,‰,6.0,municipio,Valencia/València
ANTONIO,Male,926,Benimodo,18.503,‰,22.0,municipio,Valencia/València
ANTONIO,Male,927,Beniparrell,30.189,‰,32.0,municipio,Valencia/València
ANTONIO,Male,928,Benissoda,23.077,‰,6.0,municipio,Valencia/València
ANTONIO,Male,929,Bétera,15.348,‰,211.0,municipio,Valencia/València
ANTONIO,Male,930,Bocairent,40.991,‰,86.0,municipio,Valencia/València
ANTONIO,Male,931,Bonrepòs i Mirambell,21.137,‰,,municipio,
ANTONIO,Male,932,Burjassot,23.902,‰,472.0,municipio,Valencia/València
ANTONIO,Male,933,Camporrobles,31.148,‰,19.0,municipio,Valencia/València
ANTONIO,Male,934,Canet d'En Berenguer,17.49,‰,,municipio,
ANTONIO,Male,936,Casinos,21.046,‰,33.0,municipio,Valencia/València
ANTONIO,Male,937,Castelló de Rugat,16.964,‰,,municipio,
ANTONIO,Male,938,Castielfabib,52.288,‰,8.0,municipio,Valencia/València
ANTONIO,Male,939,Caudete de las Fuentes,34.211,‰,,municipio,
ANTONIO,Male,940,Cortes de Pallás,12.019,‰,,municipio,
ANTONIO,Male,941,Quart de les Valls,22.177,‰,,municipio,
ANTONIO,Male,942,Cullera,21.335,‰,257.0,municipio,Valencia/València
ANTONIO,Male,943,Chella,16.34,‰,20.0,municipio,Valencia/València
ANTONIO,Male,945,Torredembarra,24.594,‰,215.0,municipio,Tarragona
ANTONIO,Male,946,Tortosa,11.813,‰,211.0,municipio,Tarragona
ANTONIO,Male,949,Vandellòs i l'Hospitalet de l'Infant,20.402,‰,,municipio,
ANTONIO,Male,950,Vilallonga del Camp,22.544,‰,,municipio,
ANTONIO,Male,952,Vilaverd,20.0,‰,5.0,municipio,Tarragona
ANTONIO,Male,955,Vinyols i els Arcs,17.614,‰,,municipio,
ANTONIO,Male,956,Camarles,6.279,‰,11.0,municipio,Tarragona
ANTONIO,Male,957,"Ampolla, L'",16.578,‰,,municipio,
ANTONIO,Male,960,Albalate del Arzobispo,22.863,‰,,municipio,
ANTONIO,Male,961,Alcalá de la Selva,51.887,‰,,municipio,
ANTONIO,Male,968,Fuentes Claras,34.188,‰,,municipio,
ANTONIO,Male,970,Gea de Albarracín,35.294,‰,,municipio,
ANTONIO,Male,985,Mora de Rubielos,32.298,‰,,municipio,
ANTONIO,Male,990,Orihuela del Tremedal,20.08,‰,,municipio,
ANTONIO,Male,995,"Puebla de Híjar, La",26.86,‰,,municipio,
ANTONIO,Male,1001,Samper de Calanda,51.813,‰,,municipio,
ANTONIO,Male,1003,Sarrión,18.003,‰,11.0,municipio,Teruel
ANTONIO,Male,1011,Torrijo del Campo,22.814,‰,,municipio,
ANTONIO,Male,1013,Utrillas,33.187,‰,53.0,municipio,Teruel
ANTONIO,Male,1017,Valjunquera,29.24,‰,5.0,municipio,Teruel
ANTONIO,Male,1024,Albarreal de Tajo,31.25,‰,,municipio,
ANTONIO,Male,1025,Alcaudete de la Jara,16.568,‰,,municipio,
ANTONIO,Male,1028,Almonacid de Toledo,26.316,‰,,municipio,
ANTONIO,Male,1029,Arcicóllar,16.216,‰,9.0,municipio,Toledo
ANTONIO,Male,1030,Barcience,17.575,‰,10.0,municipio,Toledo
ANTONIO,Male,1031,Belvís de la Jara,23.098,‰,,municipio,
ANTONIO,Male,1038,Duruelo de la Sierra,11.494,‰,,municipio,
ANTONIO,Male,1047,Langa de Duero,23.316,‰,,municipio,
ANTONIO,Male,1050,Medinaceli,14.368,‰,5.0,municipio,Soria
ANTONIO,Male,1063,Vinuesa,20.785,‰,9.0,municipio,Soria
ANTONIO,Male,1065,Aiguamúrcia,27.559,‰,14.0,municipio,Tarragona
ANTONIO,Male,1067,Aldover,19.608,‰,9.0,municipio,Tarragona
ANTONIO,Male,1069,Almoster,13.373,‰,9.0,municipio,Tarragona
ANTONIO,Male,1070,"Ametlla de Mar, L'",19.76,‰,,municipio,
ANTONIO,Male,1072,Banyeres del Penedès,20.408,‰,,municipio,
ANTONIO,Male,1074,Benissanet,16.591,‰,11.0,municipio,Tarragona
ANTONIO,Male,1076,Bonastre,24.51,‰,10.0,municipio,Tarragona
ANTONIO,Male,1077,"Borges del Camp, Les",22.433,‰,,municipio,
ANTONIO,Male,1078,Cabra del Camp,19.971,‰,,municipio,
ANTONIO,Male,1080,Castellvell del Camp,17.345,‰,,municipio,
ANTONIO,Male,1082,Constantí,32.843,‰,116.0,municipio,Tarragona
ANTONIO,Male,1083,Cornudella de Montsant,14.679,‰,,municipio,
ANTONIO,Male,1085,"Espluga de Francolí, L'",26.856,‰,,municipio,
ANTONIO,Male,1092,Horta de Sant Joan,18.333,‰,,municipio,
ANTONIO,Male,1093,Llorenç del Penedès,22.5,‰,,municipio,
ANTONIO,Male,1094,Masdenverge,14.706,‰,9.0,municipio,Tarragona
ANTONIO,Male,1095,Maspujols,15.054,‰,7.0,municipio,Tarragona
ANTONIO,Male,1097,"Molar, El",19.423,‰,,municipio,
ANTONIO,Male,1098,Montbrió del Camp,23.573,‰,,municipio,
ANTONIO,Male,1100,Mont-roig del Camp,21.659,‰,,municipio,
ANTONIO,Male,1104,"Perelló, El",15.162,‰,,municipio,
ANTONIO,Male,1105,"Pinell de Brai, El",18.634,‰,,municipio,
ANTONIO,Male,1106,"Pla de Santa Maria, El",31.401,‰,,municipio,
ANTONIO,Male,1107,"Pobla de Montornès, La",22.53,‰,,municipio,
ANTONIO,Male,1108,"Pont d'Armentera, El",32.389,‰,,municipio,
ANTONIO,Male,1110,Puigpelat,14.286,‰,9.0,municipio,Tarragona
ANTONIO,Male,1112,"Riba, La",38.095,‰,,municipio,
ANTONIO,Male,1113,"Riera de Gaià, La",13.438,‰,,municipio,
ANTONIO,Male,1114,Riudoms,24.025,‰,85.0,municipio,Tarragona
ANTONIO,Male,1117,Sant Carles de la Ràpita,12.51,‰,,municipio,
ANTONIO,Male,1118,Santa Bàrbara,11.874,‰,,municipio,
ANTONIO,Male,1119,Santa Oliva,25.027,‰,,municipio,
ANTONIO,Male,1121,"Selva del Camp, La",22.061,‰,,municipio,
ANTONIO,Male,1128,Remondo,38.71,‰,6.0,municipio,Segovia
ANTONIO,Male,1132,Sanchonuño,15.625,‰,8.0,municipio,Segovia
ANTONIO,Male,1133,Real Sitio de San Ildefonso,18.089,‰,,municipio,
ANTONIO,Male,1135,Santa María la Real de Nieva,16.032,‰,,municipio,
ANTONIO,Male,1141,Torrecaballeros,10.376,‰,8.0,municipio,Segovia
ANTONIO,Male,1143,"Cabezas de San Juan, Las",60.773,‰,,municipio,
ANTONIO,Male,1144,Carmona,57.728,‰,877.0,municipio,Sevilla
ANTONIO,Male,1145,Carrión de los Céspedes,58.87,‰,,municipio,
ANTONIO,Male,1146,Castilleja de Guzmán,41.864,‰,,municipio,
ANTONIO,Male,1147,Castilleja del Campo,49.669,‰,,municipio,
ANTONIO,Male,1148,"Castillo de las Guardas, El",37.736,‰,,municipio,
ANTONIO,Male,1149,"Coronil, El",72.604,‰,,municipio,
ANTONIO,Male,1150,Dos Hermanas,45.579,‰,,municipio,
ANTONIO,Male,1151,Estepa,58.958,‰,,municipio,"Soria, Sevilla"
ANTONIO,Male,1152,Fuentes de Andalucía,74.229,‰,,municipio,
ANTONIO,Male,1153,Gilena,49.057,‰,91.0,municipio,Sevilla
ANTONIO,Male,1154,Guadalcanal,69.62,‰,88.0,municipio,Sevilla
ANTONIO,Male,1155,Huévar del Aljarafe,56.167,‰,,municipio,
ANTONIO,Male,1156,Lora de Estepa,66.239,‰,,municipio,
ANTONIO,Male,1157,"Luisiana, La",54.404,‰,,municipio,
ANTONIO,Male,1158,Mairena del Alcor,54.081,‰,,municipio,
ANTONIO,Male,1159,Marchena,51.097,‰,489.0,municipio,Sevilla
ANTONIO,Male,1160,Martín de la Jara,71.219,‰,,municipio,
