nombre_id,nombre,gender,region_id,region_name,percentage,unidad,persons,region_type,parent_region_name
VICTORIANO-m,VICTORIANO,Male,1648,Benidorm,0.459,‰,17,municipio,Alicante/Alacant
VICTORIANO-m,VICTORIANO,Male,1714,Castuera,2.183,‰,6,municipio,Badajoz
VICTORIANO-m,VICTORIANO,Male,1717,Don Benito,0.538,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1721,Fuente de Cantos,2.628,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1722,Fuente del Maestre,1.525,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1736,"Hoyo de Pinares, El",4.413,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1762,San Vicente del Raspeig/Sant Vicent del Raspeig,0.502,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1779,Carboneras,1.154,‰,,municipio,"Almería, Cuenca"
VICTORIANO-m,VICTORIANO,Male,1786,Huércal de Almería,0.636,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1790,Níjar,0.314,‰,6,municipio,Almería
VICTORIANO-m,VICTORIANO,Male,1796,"Hospitalet de Llobregat, L'",0.451,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1803,Masquefa,1.18,‰,6,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,1804,Mataró,0.293,‰,19,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,1805,Molins de Rei,0.611,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1837,Zalamea de la Serena,4.614,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1841,Calvià,0.223,‰,6,municipio,Balears
VICTORIANO-m,VICTORIANO,Male,1851,Marratxí,0.348,‰,7,municipio,Balears
VICTORIANO-m,VICTORIANO,Male,1853,Palma de Mallorca,0.252,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1922,Sant Pere de Ribes,0.38,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1929,Santa Coloma de Gramenet,0.335,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1932,Barberà del Vallès,0.364,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1939,Cerdanyola del Vallès,0.499,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1963,Cubelles,0.574,‰,5,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,1965,Esplugues de Llobregat,0.221,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,1968,"Franqueses del Vallès, Les",0.576,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2092,Vila-real,0.499,‰,13,municipio,Castellón/Castelló
VICTORIANO-m,VICTORIANO,Male,2097,Alcázar de San Juan,0.524,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2101,Almodóvar del Campo,3.137,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2113,Trujillo,1.43,‰,6,municipio,Cáceres
VICTORIANO-m,VICTORIANO,Male,2126,Algeciras,0.422,‰,26,municipio,Cádiz
VICTORIANO-m,VICTORIANO,Male,2127,Arcos de la Frontera,0.452,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2132,Jerez de la Frontera,0.191,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2133,"Línea de la Concepción, La",0.281,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2135,"Puerto de Santa María, El",0.339,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2136,Sanlúcar de Barrameda,0.288,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2140,Acehúche,12.225,‰,5,municipio,Cáceres
VICTORIANO-m,VICTORIANO,Male,2204,Valdepeñas,2.214,‰,,municipio,"Guadalajara, Ciudad, Jaén"
VICTORIANO-m,VICTORIANO,Male,2230,Peñarroya-Pueblonuevo,1.211,‰,6,municipio,Córdoba
VICTORIANO-m,VICTORIANO,Male,2248,"Alcázares, Los",0.507,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2254,Monachil,1.379,‰,6,municipio,Granada
VICTORIANO-m,VICTORIANO,Male,2291,Sant Feliu de Guíxols,0.622,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2341,Yecla,0.332,‰,,municipio,"Murcia, Salamanca"
VICTORIANO-m,VICTORIANO,Male,2366,Beasain,0.72,‰,5,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,2390,Guadalajara,0.457,‰,20,municipio,Guadalajara
VICTORIANO-m,VICTORIANO,Male,2428,Lorquí,3.046,‰,12,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2430,Molina de Segura,0.417,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2433,Murcia,0.29,‰,67,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2440,Torre-Pacheco,1.598,‰,33,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2442,Totana,0.395,‰,7,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2480,Gibraleón,1.499,‰,10,municipio,Huelva
VICTORIANO-m,VICTORIANO,Male,2483,Isla Cristina,0.459,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2526,Alcantarilla,0.232,‰,5,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2529,Alhama de Murcia,0.418,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2537,Cartagena,0.541,‰,59,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2542,Fuente Álamo de Murcia,0.508,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2543,Jumilla,0.567,‰,8,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2545,Lorca,0.241,‰,12,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2632,Vélez-Málaga,0.396,‰,17,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2639,Torremolinos,0.335,‰,12,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2642,Águilas,0.324,‰,6,municipio,Murcia
VICTORIANO-m,VICTORIANO,Male,2662,Nájera,2.709,‰,11,municipio,La Rioja
VICTORIANO-m,VICTORIANO,Male,2740,Valdemorillo,0.708,‰,,municipio,"Madrid, Cuenca"
VICTORIANO-m,VICTORIANO,Male,2750,Villarejo de Salvanés,2.312,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2758,Antequera,0.246,‰,5,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2771,Cómpeta,4.978,‰,9,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2784,Alcobendas,0.656,‰,38,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2787,Aranjuez,0.459,‰,14,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2788,Arroyomolinos,0.487,‰,,municipio,"Huelva, Cáceres, Madrid"
VICTORIANO-m,VICTORIANO,Male,2799,Ciempozuelos,0.613,‰,8,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2801,Colmenar Viejo,0.784,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2802,Collado Villalba,0.429,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2813,Madrid,0.445,‰,713,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2814,Majadahonda,0.316,‰,11,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2816,Mejorada del Campo,0.409,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2819,Móstoles,0.736,‰,76,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2822,Marbella,0.237,‰,18,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2834,Rincón de la Victoria,0.276,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2836,Ronda,0.491,‰,8,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2840,Navalcarnero,0.924,‰,15,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2847,Parla,0.464,‰,31,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2854,Pinto,0.545,‰,15,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2856,Pozuelo de Alarcón,0.235,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2864,Rivas-Vaciamadrid,0.319,‰,16,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2868,"Rozas de Madrid, Las",0.104,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2871,San Fernando de Henares,0.635,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2874,San Martín de Valdeiglesias,1.104,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2875,San Sebastián de los Reyes,0.61,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2887,Torrejón de Ardoz,0.549,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2892,Torres de la Alameda,1.761,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2896,Valdemoro,0.268,‰,11,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,2906,Villaviciosa de Odón,0.851,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,2921,Arenas,10.401,‰,,municipio,"Cantabria, Ávila, Granada, Málaga, Ciudad"
VICTORIANO-m,VICTORIANO,Male,2924,Benalmádena,0.262,‰,10,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2939,Estepona,0.183,‰,7,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2941,Fuengirola,0.121,‰,5,municipio,Málaga
VICTORIANO-m,VICTORIANO,Male,2996,Monforte de Lemos,0.568,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3032,"Álamo, El",0.971,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3033,Alcalá de Henares,0.695,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3034,Alcorcón,0.717,‰,60,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,3038,Arganda del Rey,0.542,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3042,Boadilla del Monte,0.28,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3058,Coslada,0.942,‰,37,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,3063,Fuenlabrada,0.881,‰,,municipio,"Badajoz, Madrid"
VICTORIANO-m,VICTORIANO,Male,3065,Galapagar,0.855,‰,15,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,3067,Getafe,0.664,‰,62,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,3069,Guadalix de la Sierra,1.433,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3073,Humanes de Madrid,0.502,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3074,Leganés,0.675,‰,63,municipio,Madrid
VICTORIANO-m,VICTORIANO,Male,3109,Alfaro,1.011,‰,5,municipio,La Rioja
VICTORIANO-m,VICTORIANO,Male,3131,Calahorra,0.406,‰,,municipio,"Palencia, Granada, La Rioja"
VICTORIANO-m,VICTORIANO,Male,3275,Lleida,0.18,‰,13,municipio,Lleida
VICTORIANO-m,VICTORIANO,Male,3363,Ponferrada,0.505,‰,15,municipio,León
VICTORIANO-m,VICTORIANO,Male,3381,Roperuelos del Páramo,23.715,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3385,San Andrés del Rabanedo,0.352,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3432,Villaquilambre,0.541,‰,5,municipio,León
VICTORIANO-m,VICTORIANO,Male,3493,Jaén,0.316,‰,17,municipio,Jaén
VICTORIANO-m,VICTORIANO,Male,3496,Jódar,0.882,‰,5,municipio,Jaén
VICTORIANO-m,VICTORIANO,Male,3498,Linares,0.554,‰,,municipio,"Salamanca, Huelva, Jaén, Teruel"
VICTORIANO-m,VICTORIANO,Male,3503,Martos,0.576,‰,7,municipio,Jaén
VICTORIANO-m,VICTORIANO,Male,3651,Huesca,0.229,‰,6,municipio,Huesca
VICTORIANO-m,VICTORIANO,Male,3720,Alcalá la Real,1.786,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3724,Arquillos,5.869,‰,5,municipio,Jaén
VICTORIANO-m,VICTORIANO,Male,3730,Eibar,0.451,‰,6,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3736,Hondarribia,0.715,‰,6,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3740,Hernani,0.504,‰,5,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3745,Irun,0.452,‰,14,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3755,Arrasate/Mondragón,0.923,‰,10,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3767,Errenteria,0.527,‰,10,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3773,Bergara,0.84,‰,6,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3778,Zarautz,0.971,‰,11,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3780,Zumaia,0.981,‰,5,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3782,Lasarte-Oria,0.54,‰,5,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,3789,Aljaraque,0.534,‰,6,municipio,Huelva
VICTORIANO-m,VICTORIANO,Male,3792,Almonte,0.805,‰,10,municipio,Huelva
VICTORIANO-m,VICTORIANO,Male,3822,Huelva,0.494,‰,34,municipio,Huelva
VICTORIANO-m,VICTORIANO,Male,3824,Lepe,0.656,‰,10,municipio,Huelva
VICTORIANO-m,VICTORIANO,Male,3829,Palos de la Frontera,0.76,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3832,Punta Umbría,0.612,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,3983,Azpeitia,0.925,‰,7,municipio,Gipuzkoa
VICTORIANO-m,VICTORIANO,Male,4048,Azuqueca de Henares,0.278,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4178,Almuñécar,0.582,‰,8,municipio,Granada
VICTORIANO-m,VICTORIANO,Male,4224,Iznalloz,3.429,‰,9,municipio,Granada
VICTORIANO-m,VICTORIANO,Male,4231,Loja,1.448,‰,15,municipio,Granada
VICTORIANO-m,VICTORIANO,Male,4245,Pedro Martínez,19.264,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4255,Santa Fe,0.669,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4272,Blanes,0.336,‰,7,municipio,Girona
VICTORIANO-m,VICTORIANO,Male,4283,Calonge,0.821,‰,,municipio,"Girona, Barcelona"
VICTORIANO-m,VICTORIANO,Male,4312,Figueres,0.249,‰,6,municipio,Girona
VICTORIANO-m,VICTORIANO,Male,4339,Lloret de Mar,0.236,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4372,Salt,0.501,‰,9,municipio,Girona
VICTORIANO-m,VICTORIANO,Male,4400,Horcajo de Santiago,2.564,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4467,Tarancón,0.725,‰,6,municipio,Cuenca
VICTORIANO-m,VICTORIANO,Male,4534,"Coruña, A",0.208,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4540,Ferrol,0.526,‰,16,municipio,Coruña
VICTORIANO-m,VICTORIANO,Male,4562,Oleiros,0.272,‰,5,municipio,Coruña
VICTORIANO-m,VICTORIANO,Male,4581,Santiago de Compostela,0.455,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4640,Argamasilla de Alba,2.018,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4641,Argamasilla de Calatrava,2.394,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4645,Brazatortas,11.321,‰,6,municipio,Ciudad
VICTORIANO-m,VICTORIANO,Male,4649,Campo de Criptana,1.694,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4659,Daimiel,2.019,‰,18,municipio,Ciudad
VICTORIANO-m,VICTORIANO,Male,4667,Herencia,3.018,‰,13,municipio,Ciudad
VICTORIANO-m,VICTORIANO,Male,4672,Malagón,1.286,‰,5,municipio,Ciudad
VICTORIANO-m,VICTORIANO,Male,4673,Manzanares,0.57,‰,,municipio,"Madrid, Ciudad, La Rioja"
VICTORIANO-m,VICTORIANO,Male,4676,Miguelturra,1.384,‰,11,municipio,Ciudad
VICTORIANO-m,VICTORIANO,Male,4691,Puertollano,1.924,‰,42,municipio,Ciudad
VICTORIANO-m,VICTORIANO,Male,4698,"Solana, La",4.238,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4700,Tomelloso,1.251,‰,23,municipio,Ciudad
VICTORIANO-m,VICTORIANO,Male,4716,Baena,1.529,‰,14,municipio,Córdoba
VICTORIANO-m,VICTORIANO,Male,4725,Córdoba,0.436,‰,68,municipio,Córdoba
VICTORIANO-m,VICTORIANO,Male,4727,Espejo,4.419,‰,7,municipio,Córdoba
VICTORIANO-m,VICTORIANO,Male,4730,Fuente Obejuna,2.219,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4738,Montilla,0.727,‰,8,municipio,Córdoba
VICTORIANO-m,VICTORIANO,Male,4744,Pozoblanco,0.608,‰,5,municipio,Córdoba
VICTORIANO-m,VICTORIANO,Male,4758,Ames,0.318,‰,5,municipio,Coruña
VICTORIANO-m,VICTORIANO,Male,4773,"Alcora, l'",0.944,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4797,Borriana/Burriana,0.438,‰,8,municipio,Castellón/Castelló
VICTORIANO-m,VICTORIANO,Male,4803,Castellón de la Plana/Castelló de la Plana,0.184,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4839,Onda,0.542,‰,7,municipio,Castellón/Castelló
VICTORIANO-m,VICTORIANO,Male,4862,"Vall d'Uixó, la",0.511,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4869,Vinaròs,0.402,‰,6,municipio,Castellón/Castelló
VICTORIANO-m,VICTORIANO,Male,4879,Almadén,2.96,‰,,municipio,"Ciudad, Sevilla"
VICTORIANO-m,VICTORIANO,Male,4902,Miajadas,1.719,‰,8,municipio,Cáceres
VICTORIANO-m,VICTORIANO,Male,4908,Montehermoso,3.156,‰,9,municipio,Cáceres
VICTORIANO-m,VICTORIANO,Male,4909,Moraleja,2.455,‰,,municipio,"Zamora, Cáceres, Ávila, Madrid, Valladolid"
VICTORIANO-m,VICTORIANO,Male,4911,Navaconcejo,4.869,‰,5,municipio,Cáceres
VICTORIANO-m,VICTORIANO,Male,4912,Navalmoral de la Mata,1.333,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4929,Plasencia,1.299,‰,,municipio,"Cáceres, Zaragoza"
VICTORIANO-m,VICTORIANO,Male,4950,Serradilla,6.702,‰,,municipio,"Cáceres, Salamanca"
VICTORIANO-m,VICTORIANO,Male,4980,Barbate,0.618,‰,7,municipio,Cádiz
VICTORIANO-m,VICTORIANO,Male,4981,"Barrios, Los",0.406,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4983,Cádiz,0.382,‰,20,municipio,Cádiz
VICTORIANO-m,VICTORIANO,Male,4985,Chipiona,0.905,‰,9,municipio,Cádiz
VICTORIANO-m,VICTORIANO,Male,4993,Puerto Real,0.38,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4996,San Fernando,0.416,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,4997,San Roque,0.348,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5075,Cáceres,0.823,‰,38,municipio,Cáceres
VICTORIANO-m,VICTORIANO,Male,5091,Coria,1.337,‰,,municipio,"Cáceres, Sevilla"
VICTORIANO-m,VICTORIANO,Male,5120,Miranda de Ebro,1.179,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5235,Aranda de Duero,0.552,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5341,Pineda de Mar,0.481,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5347,"Prat de Llobregat, El",0.682,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5357,Ripollet,0.564,‰,11,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,5361,Rubí,0.199,‰,,municipio,"Barcelona, Valladolid"
VICTORIANO-m,VICTORIANO,Male,5363,Sabadell,0.195,‰,21,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,5370,Sant Adrià de Besòs,0.263,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5376,Sant Boi de Llobregat,0.9,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5387,Sant Feliu de Llobregat,0.356,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5416,Sant Vicenç dels Horts,0.352,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5426,Terrassa,0.152,‰,17,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,5439,Viladecans,0.604,‰,20,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,5441,Vilafranca del Penedès,0.296,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5442,Vilanova i la Geltrú,0.324,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5471,Badalona,0.315,‰,35,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,5498,Canyelles,2.855,‰,8,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,5506,Castellar del Vallès,0.401,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5511,Castelldefels,0.237,‰,8,municipio,Barcelona
VICTORIANO-m,VICTORIANO,Male,5523,Cornellà de Llobregat,0.363,‰,,municipio,
VICTORIANO-m,VICTORIANO,Male,5533,Gavà,0.344,‰,8,municipio,Barcelona
