nombre_id,nombre,gender,decade,persons
CARLOS-m,CARLOS,Male,< 1930,290
CARLOS-m,CARLOS,Male,1930-1940,3522
CARLOS-m,CARLOS,Male,1940-1950,13072
CARLOS-m,CARLOS,Male,1950-1960,23689
CARLOS-m,CARLOS,Male,1960-1970,40055
CARLOS-m,CARLOS,Male,1970-1980,53467
CARLOS-m,CARLOS,Male,1980-1990,45707
CARLOS-m,CARLOS,Male,1990-2000,39686
CARLOS-m,CARLOS,Male,2000-2010,33113
CARLOS-m,CARLOS,Male,2010-2019,17927
CARLOS-m,CARLOS,Male,2020-2029,3927
